dem_sdr,dem_ssim,dem_mse,unet_sdr,unet_ssim,unet_mse
14.533365249633789,0.6563893556594849,0.009059256874024868,16.915098190307617,0.6810178160667419,0.005409007892012596
12.794364929199219,0.6367080211639404,0.012692613527178764,15.007818222045898,0.7228249907493591,0.007169232703745365
12.376501083374023,0.6222341060638428,0.012218896299600601,14.99793529510498,0.6408549547195435,0.007210249546915293
11.18150520324707,0.5796198844909668,0.013665840961039066,14.850558280944824,0.6979941725730896,0.005847590044140816
11.985197067260742,0.5980529189109802,0.009347775019705296,14.572616577148438,0.7874563336372375,0.004913101904094219
16.109451293945312,0.7070903182029724,0.005245874170213938,18.428001403808594,0.7364303469657898,0.0033354288898408413
16.54896354675293,0.7127688527107239,0.004857406951487064,19.17518424987793,0.7439137101173401,0.0029645871836692095
11.651359558105469,0.5940253138542175,0.011112195439636707,16.691024780273438,0.6478548645973206,0.004368857946246862
11.77336311340332,0.585966944694519,0.011319155804812908,16.003923416137695,0.6301428079605103,0.005155749153345823
12.026046752929688,0.5425472259521484,0.009735923260450363,11.939193725585938,0.5478032827377319,0.01115537341684103
15.425581932067871,0.6807413697242737,0.005440470762550831,17.07184600830078,0.695193886756897,0.003962295595556498
12.113479614257812,0.6625087857246399,0.016662854701280594,15.698209762573242,0.7064976692199707,0.008303898386657238
8.914888381958008,0.5082032084465027,0.015093427151441574,9.219151496887207,0.5754601955413818,0.015224774368107319
16.807172775268555,0.6891077160835266,0.0047551910392940044,16.192073822021484,0.6914889216423035,0.005318432580679655
13.817707061767578,0.7008323669433594,0.010087489150464535,17.01262855529785,0.7625071406364441,0.005005165934562683
11.708830833435059,0.5412137508392334,0.012171115726232529,15.859179496765137,0.696887195110321,0.005602254532277584
11.837672233581543,0.5690337419509888,0.014170775189995766,17.495094299316406,0.6706122159957886,0.004194564186036587
13.230380058288574,0.6541159749031067,0.008479472249746323,16.695621490478516,0.6687885522842407,0.0042896573431789875
14.436403274536133,0.696347713470459,0.0072977980598807335,17.605159759521484,0.7504464983940125,0.0038485161494463682
8.750091552734375,0.5159422755241394,0.02321569249033928,9.637184143066406,0.6156046986579895,0.021338604390621185
12.542896270751953,0.6423709392547607,0.011499768123030663,15.411395072937012,0.7094659805297852,0.006542398128658533
10.5527982711792,0.49449336528778076,0.007852405309677124,10.370269775390625,0.5505105257034302,0.008502233773469925
11.028861999511719,0.5618439316749573,0.013640332035720348,15.713338851928711,0.7023053765296936,0.005448442418128252
13.332600593566895,0.6504263877868652,0.009540633298456669,17.828800201416016,0.7614031434059143,0.003864964237436652
11.162276268005371,0.5923128128051758,0.010223755612969398,14.862058639526367,0.6287474036216736,0.005225669592618942
11.41952133178711,0.6208698153495789,0.012805992737412453,14.658164978027344,0.7358751893043518,0.006337788887321949
9.08591365814209,0.49835875630378723,0.013529790565371513,12.348618507385254,0.630526602268219,0.006880133878439665
18.684059143066406,0.860838770866394,0.003766045207157731,20.077735900878906,0.8751126527786255,0.002755935536697507
15.530601501464844,0.7573294639587402,0.006351748015731573,17.35535430908203,0.7689066529273987,0.004480218514800072
9.470428466796875,0.5150693655014038,0.019159695133566856,13.516186714172363,0.7248349785804749,0.00688346941024065
10.214858055114746,0.5365893840789795,0.014746108092367649,11.764429092407227,0.6125211715698242,0.010669793002307415
8.597094535827637,0.4756869971752167,0.01379593275487423,11.24509334564209,0.7208872437477112,0.007855928502976894
11.761287689208984,0.5914090871810913,0.011139105074107647,15.219259262084961,0.6198517084121704,0.006055989768356085
15.46374225616455,0.6601045727729797,0.006795564200729132,16.654796600341797,0.6818662285804749,0.005394715815782547
11.812637329101562,0.6489351391792297,0.014302607625722885,16.735694885253906,0.7454641461372375,0.004841237794607878
12.96246337890625,0.5602004528045654,0.009412311017513275,13.313356399536133,0.5788053274154663,0.009115023538470268
12.885641098022461,0.613579511642456,0.01034685131162405,15.158673286437988,0.6491634845733643,0.006297576706856489
13.637823104858398,0.7143715023994446,0.008767172694206238,16.07627296447754,0.7655009627342224,0.005291361827403307
21.10961151123047,0.8293487429618835,0.002308120019733906,22.675830841064453,0.8408759236335754,0.0016637879889458418
12.903762817382812,0.5692847967147827,0.007263586390763521,11.70069694519043,0.5850063562393188,0.010690482333302498
14.40196418762207,0.643192708492279,0.008532613515853882,20.493701934814453,0.7254371643066406,0.0025303736329078674
6.943417549133301,0.43176978826522827,0.037943366914987564,10.883807182312012,0.5834925770759583,0.013659671880304813
12.139806747436523,0.5280535221099854,0.007686229422688484,14.159965515136719,0.6030744314193726,0.006060787010937929
8.364173889160156,0.4324585795402527,0.01623567007482052,13.737454414367676,0.7915752530097961,0.004806956276297569
13.749028205871582,0.6690372824668884,0.007898885756731033,13.775533676147461,0.6681228876113892,0.008033748716115952
17.286684036254883,0.6704217195510864,0.0053770532831549644,19.643022537231445,0.6780526638031006,0.0033294684253633022
12.801766395568848,0.6186060309410095,0.006736633833497763,16.394636154174805,0.7832137942314148,0.003097167471423745
13.150140762329102,0.689487636089325,0.011022333055734634,16.149105072021484,0.7333070039749146,0.005880869925022125
12.728822708129883,0.6383587718009949,0.01018210407346487,16.729158401489258,0.6826632618904114,0.004652209579944611
15.967455863952637,0.6613661050796509,0.005914546083658934,16.43277931213379,0.681137204170227,0.005241690669208765
